task_id,edge_node_id,edge_server_id,edge_node_memory,edge_server_memory,edge_cpu_mips,edge_server_cpu_mips,mobility_status,en_uplink_bandwidth,en_downlink_bandwidth,es_uplink_bandwidth,es_downlink_bandwidth,edge_node_Latitude_position,edge_node_Longitude_position,edge_server_position,distance_en_to_es,distance_es_to_cs,deadlines,task_size,subtasks
414,81,4,94.81275294522918,568.1132131571101,11.038236833896287,17.467060818147193,mobile,95.21300359293171,10.953500033694128,21.163988429352386,37.71304277231133,8,-105,"[750.0522, -355.2437]",742.6808042429062,1044.1024461186219,18.044847903193556,1.0444607596100641,"[{'subtask_id': 0, 'subtask_size': 0.34815358653668804, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.23964522598145813, 'task_completion_time_cloud': 1.512812226360728, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.34815358653668804, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.8343746569703737, 'task_completion_time_cloud': 1.9398120976348245, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.34815358653668804, 'network_delay_to_edge_server': 0.014216171104115764, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.609504361825385, 'task_completion_time_cloud': 1.2578884509057426, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
415,66,0,92.96813985668872,183.31791281240794,20.10224929265816,9.989219781828691,static,24.33502333903649,14.763315080021073,39.741557760817486,77.26360672638025,88,-172,"[-329.2817, -700.006]",803.5489961358237,1044.1024461186219,284.8451127759984,0.8610190729671505,"[{'subtask_id': 0, 'subtask_size': 0.28700635765571686, 'network_delay_to_edge_server': 0.04511078138619068, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.8430188453010434, 'task_completion_time_cloud': 0.854910675370919, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.28700635765571686, 'network_delay_to_edge_server': 0.04511078138619068, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.3483021267217155, 'task_completion_time_cloud': 0.7955608392295971, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.28700635765571686, 'network_delay_to_edge_server': 0.04511078138619068, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.9449667183104637, 'task_completion_time_cloud': 1.4559815026120895, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
416,79,2,61.43282613651407,189.06326110362454,4.019085320800157,12.506989277696757,mobile,13.550821223464686,20.69271712913077,89.70304172248987,43.41791344499107,45,-67,"[230.7749, 384.4191]",789.8263291324809,1044.1024461186219,332.9211405737956,4.210053774596425,"[{'subtask_id': 0, 'subtask_size': 1.4033512581988081, 'network_delay_to_edge_server': 0.0777453970903274, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.5691282997479088, 'task_completion_time_cloud': 0.6253047996266656, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.4033512581988081, 'network_delay_to_edge_server': 0.0777453970903274, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.5898173416705745, 'task_completion_time_cloud': 1.4231175173070738, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.4033512581988081, 'network_delay_to_edge_server': 0.0777453970903274, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 1.067280761238116, 'task_completion_time_cloud': 1.4080067749912606, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
417,47,2,10.241848259850272,189.06326110362454,14.123061821337442,12.506989277696757,static,95.40424786955242,87.77971624361058,89.70304172248987,43.41791344499107,14,-22,"[230.7749, 384.4191]",777.3201471664619,1044.1024461186219,317.2310770778126,0.5808050137143485,"[{'subtask_id': 0, 'subtask_size': 0.5808050137143485, 'network_delay_to_edge_server': 0.014368314310759436, 'network_delay_to_cloud_server': 0.01636840622390555, 'task_completion_time_edge': 0.4208796280311354, 'task_completion_time_cloud': 1.7188441110139965, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
418,16,0,97.85490766861534,162.7034748314175,10.24501536250117,8.809574997737865,mobile,88.73032685076006,31.780012438016946,46.16478505551902,33.37947637985806,-10,92,"[750.0522, -355.2437]",808.4469993703298,1044.1024461186219,330.32298444753746,4.0374312554935265,"[{'subtask_id': 0, 'subtask_size': 1.345810418497842, 'network_delay_to_edge_server': 0.01531233886654605, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.6560122450266167, 'task_completion_time_cloud': 1.8059217602383897, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.345810418497842, 'network_delay_to_edge_server': 0.01531233886654605, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.4370342619274675, 'task_completion_time_cloud': 0.5337815627108886, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.345810418497842, 'network_delay_to_edge_server': 0.01531233886654605, 'network_delay_to_cloud_server': 0.026882044907445668, 'task_completion_time_edge': 0.9824351035426474, 'task_completion_time_cloud': 1.1688515792275351, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
419,97,0,74.56652110403536,390.7046483451773,2.089861861373057,1.7842756752271867,static,24.140357588443603,54.329645681567,25.71737657625924,87.87819636996132,71,172,"[230.7749, 384.4191]",919.637751938713,1044.1024461186219,458.0116881024567,3.338581540478268,"[{'subtask_id': 0, 'subtask_size': 1.112860513492756, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.8487607045954689, 'task_completion_time_cloud': 1.7743532073283164, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.112860513492756, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.35692723650427455, 'task_completion_time_cloud': 1.6982485049193106, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.112860513492756, 'network_delay_to_edge_server': 0.046022595847959605, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.5043913841641132, 'task_completion_time_cloud': 0.8939740644140096, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
420,90,0,68.61537161437468,183.31791281240794,8.170124681723298,9.989219781828691,static,22.952082779886414,18.19923172224476,39.741557760817486,77.26360672638025,84,-40,"[-329.2817, -700.006]",835.6729683260611,1044.1024461186219,310.8384400726207,1.6872677942616248,"[{'subtask_id': 0, 'subtask_size': 0.4218169485654062, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.9390145007321339, 'task_completion_time_cloud': 0.8220282440830847, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.4218169485654062, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.6039873785402134, 'task_completion_time_cloud': 1.3032322913353391, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.4218169485654062, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 1.014481068332527, 'task_completion_time_cloud': 1.2703520953468137, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.4218169485654062, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.030383089048000425, 'task_completion_time_edge': 0.617058357137013, 'task_completion_time_cloud': 1.829954121422186, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
421,96,0,57.10925048603898,390.7046483451773,11.831203452473723,1.7842756752271867,static,55.35085562214797,18.12628487631119,25.71737657625924,87.87819636996132,36,-142,"[230.7749, 384.4191]",759.4598522574382,1044.1024461186219,109.12511399797386,4.713458385735166,"[{'subtask_id': 0, 'subtask_size': 4.713458385735166, 'network_delay_to_edge_server': 0.02186386731628691, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.5639961877604254, 'task_completion_time_cloud': 1.96724611269709, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
422,73,4,30.020589249290662,568.1132131571101,10.195168477266536,17.467060818147193,mobile,63.86036250844093,10.266235319728008,21.163988429352386,37.71304277231133,74,-14,"[750.0522, -355.2437]",835.7558485532064,1044.1024461186219,494.93558277171525,4.1192607959035605,"[{'subtask_id': 0, 'subtask_size': 1.3730869319678536, 'network_delay_to_edge_server': 0.0198379449712384, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.5606351806430907, 'task_completion_time_cloud': 1.1524779206435543, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.3730869319678536, 'network_delay_to_edge_server': 0.0198379449712384, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.726680602887704, 'task_completion_time_cloud': 1.9216414771494472, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.3730869319678536, 'network_delay_to_edge_server': 0.0198379449712384, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.9283274437854595, 'task_completion_time_cloud': 1.2223211578482616, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
423,56,3,28.004359980685717,499.26772493307004,13.915731836389693,1.7894989493051359,static,44.13468798982291,12.095488251961598,24.672660637248484,60.99027966659595,-40,-129,"[750.0522, -355.2437]",689.7250752226498,1044.1024461186219,372.4164337167105,2.307298788054953,"[{'subtask_id': 0, 'subtask_size': 0.5768246970137383, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.7790020501188233, 'task_completion_time_cloud': 1.981270403166436, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.5768246970137383, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.34591028813463087, 'task_completion_time_cloud': 1.6805056390639515, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.5768246970137383, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.771696658213382, 'task_completion_time_cloud': 1.9048580085705462, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.5768246970137383, 'network_delay_to_edge_server': 0.026106540171627193, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.3077744811998439, 'task_completion_time_cloud': 1.6010918603718227, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
424,11,0,71.28424540118351,977.3935045856048,3.458997429627939,11.213634290954296,static,78.48327157480321,76.24976694196918,58.15234631250187,15.178528389647116,-6,-97,"[950.7783, 927.4179]",731.8463747200569,1044.1024461186219,234.56418122287565,3.669311906049754,"[{'subtask_id': 0, 'subtask_size': 1.2231039686832512, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.7444531435533047, 'task_completion_time_cloud': 1.5927231173531269, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.2231039686832512, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.7276766522763451, 'task_completion_time_cloud': 1.4613376912181617, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.2231039686832512, 'network_delay_to_edge_server': 0.01640080061728969, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.23421941291414328, 'task_completion_time_cloud': 1.368337047734617, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
425,8,3,54.87413559663838,414.6589311285014,7.16121148267227,4.208981147015501,mobile,23.410948044992324,81.52628986947369,91.33054116789319,59.07683631908986,52,128,"[-329.2817, -700.006]",880.1247509250549,1044.1024461186219,93.55976350563068,4.055300344915782,"[{'subtask_id': 0, 'subtask_size': 1.0138250862289455, 'network_delay_to_edge_server': 0.04711568160184061, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 1.0449540599286573, 'task_completion_time_cloud': 1.5182636174938027, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.0138250862289455, 'network_delay_to_edge_server': 0.04711568160184061, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5664680975492681, 'task_completion_time_cloud': 1.6504705206570691, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 1.0138250862289455, 'network_delay_to_edge_server': 0.04711568160184061, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.7038163747458236, 'task_completion_time_cloud': 1.5486899648078825, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 1.0138250862289455, 'network_delay_to_edge_server': 0.04711568160184061, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.9308457660529144, 'task_completion_time_cloud': 1.8074807593771405, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
426,99,2,67.54296508417315,950.336636245806,12.502521254727304,8.878686132602464,mobile,19.092764068994995,77.77364049379284,43.49120193771032,82.47973824832923,53,40,"[-329.2817, -700.006]",838.6817095840889,1044.1024461186219,334.9887914415812,0.8303709569763422,"[{'subtask_id': 0, 'subtask_size': 0.20759273924408556, 'network_delay_to_edge_server': 0.05656927180094801, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.2267959861718264, 'task_completion_time_cloud': 1.2879910882536518, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.20759273924408556, 'network_delay_to_edge_server': 0.05656927180094801, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.2968149700450097, 'task_completion_time_cloud': 0.6312233854436418, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.20759273924408556, 'network_delay_to_edge_server': 0.05656927180094801, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.6591618427865789, 'task_completion_time_cloud': 0.6394732573506586, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.20759273924408556, 'network_delay_to_edge_server': 0.05656927180094801, 'network_delay_to_cloud_server': 0.02821366844256068, 'task_completion_time_edge': 0.39407374106958254, 'task_completion_time_cloud': 0.6493795521325492, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
427,24,3,62.7841016168415,883.6809337468321,41.041052736205195,2.0817387549256874,mobile,77.62401601766342,90.41336587388274,46.82484745751728,18.92222088368436,62,154,"[950.7783, 927.4179]",902.338265613783,1044.1024461186219,48.75280842124965,3.0387772558326334,"[{'subtask_id': 0, 'subtask_size': 0.7596943139581583, 'network_delay_to_edge_server': 0.01739430229440244, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.8327627896398876, 'task_completion_time_cloud': 0.6953502754304524, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.7596943139581583, 'network_delay_to_edge_server': 0.01739430229440244, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.7596418603315725, 'task_completion_time_cloud': 1.0263166282707892, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.7596943139581583, 'network_delay_to_edge_server': 0.01739430229440244, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.9263129067447471, 'task_completion_time_cloud': 0.926546661350692, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 3, 'subtask_size': 0.7596943139581583, 'network_delay_to_edge_server': 0.01739430229440244, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.25745134948601295, 'task_completion_time_cloud': 0.5351168217241805, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
428,36,1,39.25554523103588,392.8741932693814,2.498853077708857,7.3866370468299305,static,61.38007231805225,79.9241185122988,98.55920790828459,62.87634092688917,50,-19,"[750.0522, -355.2437]",811.654934926715,1044.1024461186219,404.0370482403377,2.1179891343410673,"[{'subtask_id': 0, 'subtask_size': 0.7059963781136891, 'network_delay_to_edge_server': 0.02035020725526519, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.564650637495264, 'task_completion_time_cloud': 0.7723456063748975, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.7059963781136891, 'network_delay_to_edge_server': 0.02035020725526519, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.22369022438786326, 'task_completion_time_cloud': 1.0198909231164044, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.7059963781136891, 'network_delay_to_edge_server': 0.02035020725526519, 'network_delay_to_cloud_server': 0.015366697667985844, 'task_completion_time_edge': 0.2077512645117329, 'task_completion_time_cloud': 1.0856375717030988, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
429,79,3,61.43282613651407,499.26772493307004,4.019085320800157,1.7894989493051359,mobile,13.550821223464686,20.69271712913077,24.672660637248484,60.99027966659595,45,-67,"[750.0522, -355.2437]",789.8263291324809,1044.1024461186219,16.090329199802156,2.6677499292535534,"[{'subtask_id': 0, 'subtask_size': 2.6677499292535534, 'network_delay_to_edge_server': 0.0777453970903274, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.9312620938761036, 'task_completion_time_cloud': 1.3620994471746366, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
430,12,3,78.58694157830183,883.6809337468321,4.371377271085808,2.0817387549256874,mobile,81.29720350649755,10.176734280305693,46.82484745751728,18.92222088368436,3,124,"[950.7783, 927.4179]",836.4698055464345,1044.1024461186219,241.50251978327478,1.5213022168030927,"[{'subtask_id': 0, 'subtask_size': 0.5071007389343642, 'network_delay_to_edge_server': 0.016482895133479544, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.5256689351125768, 'task_completion_time_cloud': 1.2618932384026667, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.5071007389343642, 'network_delay_to_edge_server': 0.016482895133479544, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.4368641612655646, 'task_completion_time_cloud': 1.8772377281170296, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.5071007389343642, 'network_delay_to_edge_server': 0.016482895133479544, 'network_delay_to_cloud_server': 0.026576694990339815, 'task_completion_time_edge': 0.8891287447926951, 'task_completion_time_cloud': 1.0244445477308206, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
431,30,3,74.20242024222324,414.6589311285014,18.163912015768883,4.208981147015501,mobile,15.074089706127534,11.58381547733265,91.33054116789319,59.07683631908986,45,-139,"[-329.2817, -700.006]",768.9220151555618,1044.1024461186219,304.01435902230367,3.311219303485562,"[{'subtask_id': 0, 'subtask_size': 1.1037397678285206, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.8846225392251547, 'task_completion_time_cloud': 0.6212973147460576, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.1037397678285206, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.33528855925000645, 'task_completion_time_cloud': 1.1691087608738566, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 1.1037397678285206, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.016169752070984478, 'task_completion_time_edge': 0.5600258191740997, 'task_completion_time_cloud': 1.148385431470458, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
432,25,3,72.18601320470769,499.26772493307004,6.7142126863487475,1.7894989493051359,static,91.77452947727173,13.52059916261576,24.672660637248484,60.99027966659595,-57,-154,"[750.0522, -355.2437]",666.4685967027178,1044.1024461186219,113.61345012281956,2.4428368310527526,"[{'subtask_id': 0, 'subtask_size': 1.2214184155263763, 'network_delay_to_edge_server': 0.014228612413559029, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.9554411865098936, 'task_completion_time_cloud': 0.75772604352505, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.2214184155263763, 'network_delay_to_edge_server': 0.014228612413559029, 'network_delay_to_cloud_server': 0.045751203861405444, 'task_completion_time_edge': 0.7435978899482453, 'task_completion_time_cloud': 0.8573447137593283, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
433,72,0,91.09512916520512,977.3935045856048,35.71510946379364,11.213634290954296,static,89.90820110887982,75.43356211940988,58.15234631250187,15.178528389647116,-82,-180,"[950.7783, 927.4179]",635.7801837041557,1044.1024461186219,192.53417004559037,0.5642749722700746,"[{'subtask_id': 0, 'subtask_size': 0.14106874306751865, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.23122941497106259, 'task_completion_time_cloud': 1.0166940780326432, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 0.14106874306751865, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.8811576130211916, 'task_completion_time_cloud': 1.0723501163916858, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 2, 'subtask_size': 0.14106874306751865, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.4402633629243723, 'task_completion_time_cloud': 0.6413705926530285, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 3, 'subtask_size': 0.14106874306751865, 'network_delay_to_edge_server': 0.01430135679759002, 'network_delay_to_cloud_server': 0.022416722932499307, 'task_completion_time_edge': 0.4460303878735584, 'task_completion_time_cloud': 2.0079511411609112, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}]"
434,30,0,74.20242024222324,390.7046483451773,18.163912015768883,1.7842756752271867,mobile,15.074089706127534,11.58381547733265,25.71737657625924,87.87819636996132,45,-139,"[230.7749, 384.4191]",768.9220151555618,1044.1024461186219,136.7970241252607,0.8984575049880724,"[{'subtask_id': 0, 'subtask_size': 0.29948583499602416, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.7751803860886574, 'task_completion_time_cloud': 0.6569513070693643, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 0.29948583499602416, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.9417398441198195, 'task_completion_time_cloud': 1.6209153033988855, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 2, 'subtask_size': 0.29948583499602416, 'network_delay_to_edge_server': 0.07018360762025345, 'network_delay_to_cloud_server': 0.04410472722953436, 'task_completion_time_edge': 0.8402529723607693, 'task_completion_time_cloud': 0.6095180714990113, 'offloading_decision': 'edge_server', 'processing_at': 'edge_server'}]"
435,29,4,46.89089529866892,568.1132131571101,6.174829588125519,17.467060818147193,static,41.36122822613316,50.217779454851026,21.163988429352386,37.71304277231133,-86,-76,"[750.0522, -355.2437]",664.194992145296,1044.1024461186219,208.79578882764403,2.7754940465274727,"[{'subtask_id': 0, 'subtask_size': 1.3877470232637363, 'network_delay_to_edge_server': 0.027498206703766757, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.9649551310284674, 'task_completion_time_cloud': 0.7041111855149402, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}, {'subtask_id': 1, 'subtask_size': 1.3877470232637363, 'network_delay_to_edge_server': 0.027498206703766757, 'network_delay_to_cloud_server': 0.05247058531290011, 'task_completion_time_edge': 0.7686174953858705, 'task_completion_time_cloud': 1.5203441045940222, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
436,90,3,68.61537161437468,543.3006171662975,8.170124681723298,1.8963615949995452,static,22.952082779886414,18.19923172224476,33.60956700346037,37.92168632583052,84,-40,"[230.7749, 384.4191]",835.6729683260611,1044.1024461186219,226.89100514745414,2.748439122331656,"[{'subtask_id': 0, 'subtask_size': 1.374219561165828, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.14902227415986555, 'task_completion_time_cloud': 0.923092120093001, 'offloading_decision': 'cloud_server', 'processing_at': 'cloud_server'}, {'subtask_id': 1, 'subtask_size': 1.374219561165828, 'network_delay_to_edge_server': 0.047747395573618144, 'network_delay_to_cloud_server': 0.03497394523069817, 'task_completion_time_edge': 0.4955097614565373, 'task_completion_time_cloud': 1.3344789578723861, 'offloading_decision': 'edge_node', 'processing_at': 'edge_node'}]"
